Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
895,"Tartu, Tartu linn, Kesklinn, Lao 2",2,49.2,110000,86.0,Hea tase,67.86955006,2.0,4.0,11.0,115.0,32.0,0.3213045,46.17695630081301,26.72955308636792,58.3748226,726.0555957894663
896,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadi, Raadiraja tn 24 (Broneeritud)",3,52.6,159999,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.753218982710493,58.39515145,2467.4414271443675
897,"Tartu, Tartu linn, Kesklinn, Pepleri tn 21",2,64.4,159000,75.0,Hea tase,77.25280116,3.0,6.0,8.0,92.0,23.0,0.22747199,55.0,26.71840573683139,58.374804,631.6631187473552
898,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-15",3,70.0,182900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.7477789478951,58.346265205735016,4053.65993280633
899,"Tartu, Tartu linn, Ropka, Ropkamõisa park, Ropka tee 6",2,44.2,114000,6.0,Baastase,39.822968,1.0,4.0,4.0,8.0,80.0,0.80088516,46.17695630081301,26.73200037184116,58.3545045,2907.2341485397556
900,"Tartu, Tartu linn, Ihaste, J. Koorti tn 21-2",5,133.0,189000,2.0,-,0.29213362,0.0,0.0,2.0,0.0,100.0,1.0,46.17695630081301,26.785021805511604,58.3568465,4494.023580050837
901,"Tartu, Tartu linn, Kesklinn, Filosoofi 2",2,45.7,115000,37.0,Hea tase,76.29627826,2.0,7.0,8.0,41.0,24.0,0.23703722,50.0,26.71933781039548,58.37086525,1042.7606485390356
902,"Tartu, Tartu linn, Kesklinn, Fortuuna tn 27-1",2,41.4,185000,70.0,Hea tase,61.65628658,2.0,2.0,13.0,62.0,38.0,0.38343713,60.0,26.73539363247176,58.38090445,773.104484089641
903,"Tartu, Tartu linn, Karlova, Siili tn 12-32",3,76.4,265000,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436663144
904,"Tartu, Tartu linn, Kesklinn, Kalevi 30",3,62.6,250555,53.0,Hea tase,62.50185789,1.0,5.0,10.0,62.0,37.0,0.37498142,50.0,26.73121981443353,58.3731955,930.4334442680347
905,"Tartu, Tartu linn, Kesklinn, Lao 2",1,23.5,65000,86.0,Hea tase,67.86955006,2.0,4.0,11.0,115.0,32.0,0.3213045,46.17695630081301,26.72955308636792,58.3748226,726.0555957894663
906,"Tartu, Tartu linn, Annelinn, KORTER ON VABA!, Mõisavahe tn 14",3,62.4,83000,16.0,Baastase,35.08545566,2.0,6.0,6.0,8.0,82.0,0.82457272,46.17695630081301,26.77484813360656,58.371943,3207.8794617812764
907,"Tartu, Tartu linn, Karlova, Siili tn 1",2,32.5,147900,10.0,-,38.65585979,1.0,0.0,3.0,8.0,100.0,1.0,50.0,26.746032183154018,58.3675203,1974.040096986509
908,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-29",3,52.9,159990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
